pair,estimate,std.error,conf.low,conf.high,p.value
No Name,0.8679532923601555,0.17770465706135913,0.5196521645198916,1.2162544202004195,1.0382529090189062e-6
Aow Mao,2.518128881037297,0.3403634329091779,1.8510165525353082,3.1852412095392855,1.378837430743295e-13
