"Type","Functional_Group","mean","lower","upper"
"Artificial","Grazer",17.1285132007357,6.63648437318591,32.5166701706312
"Artificial","Invertivore",0.713860833655339,0.28482957923863,1.35107844901245
"Artificial","Mesopredator",6.38918704377554,2.52254386927562,12.073997818526
"Artificial","HTLP",8.3545295910928,3.2895956594458,15.9574172708133
"Natural","Grazer",12.1050661916885,4.65692685452101,22.6208137777272
"Natural","Invertivore",0.983972909163424,0.384718644686019,1.83302434305239
"Natural","Mesopredator",5.61581549706804,2.17165991233744,10.5129961808813
"Natural","HTLP",5.25710136059665,2.02740010053913,9.78314856322963
